date,close,high,low,open,volume
2023-01-02,1819.454345703125,1827.3799218905197,1810.8806164159844,1822.1959140529334,1125001
2023-01-03,1827.2303466796875,1830.8691798980826,1815.4167038357791,1816.6628712601585,1663448
2023-01-04,1815.16748046875,1829.2741201305626,1808.388280963924,1829.2741201305626,1664104
2023-01-05,1814.7188720703125,1827.1805461308513,1800.6122326945756,1814.4197432144454,1732618
2023-01-06,1781.321533203125,1820.4012932293062,1765.2210264511841,1820.4012932293062,3799655
2023-01-09,1806.3446044921875,1810.4320092487512,1783.5147932522113,1795.4780003617848,3426868
2023-01-10,1790.0447998046875,1810.432050371925,1783.4151647083359,1803.0049411344426,1474131
2023-01-11,1796.325439453125,1798.61843624971,1778.6298615846488,1794.481135958154,1603701
2023-01-12,1774.0439453125,1801.4596286483213,1766.9657386813683,1801.4596286483213,3529605
2023-01-13,1774.841552734375,1781.820090356344,1753.6068110062533,1774.043956899163,3983197
2023-01-16,1779.3277587890625,1793.4841721700213,1774.5424271609993,1781.520964795902,2118161
2023-01-17,1792.1383056640625,1796.425048550369,1771.1527977350217,1774.542397440126,2132394
2023-01-18,1793.583740234375,1821.398220152261,1790.4932695092834,1797.421911378248,2835232
2023-01-19,1761.8814697265625,1797.970431087156,1759.588472896496,1797.970431087156,4425644
2023-01-20,1757.494873046875,1773.4458161402567,1751.612938441983,1773.4458161402567,4270294
2023-01-23,1778.281005859375,1794.1322806502524,1764.573163487649,1784.5118433010687,7764627
2023-01-24,1754.85302734375,1787.2034861144484,1743.3882866452964,1787.2034861144484,4159188
2023-01-25,1744.4349365234375,1755.0024112190683,1727.686398808681,1751.612811717745,4280333
2023-01-27,1707.847412109375,1746.7278335800975,1698.7753381054126,1746.7278335800975,7516979
2023-01-30,1720.9571533203125,1725.2937914673873,1678.6871314136727,1707.8474481317721,4939556
2023-01-31,1725.6927490234375,1733.2694230623788,1707.7978324534608,1725.1942820248748,4385384
2023-02-01,1739.3505859375,1778.5301382213515,1715.4740668970799,1739.6497147961088,3652098
2023-02-02,1756.348388671875,1762.5792258673905,1714.7263962058323,1714.7263962058323,4184470
2023-02-03,1774.841552734375,1778.2310307939292,1739.8490738730989,1765.1712204405947,2675212
2023-02-06,1741.6436767578125,1772.7978638778363,1734.665138842927,1769.557828417354,3040209
2023-02-07,1769.95654296875,1774.5424147575675,1741.6934900841502,1746.8276025228265,3643187
2023-02-08,1760.0869140625,1774.5424565455962,1755.7003802801455,1773.3461844667906,1446690
2023-02-09,1765.4703369140625,1769.7570798341394,1742.590629996393,1762.5293087763903,2163825
