date,close,high,low,open,volume
2023-01-02,1199.7232666015625,1204.3701338334347,1185.4402880465257,1193.6089676122572,2587946
2023-01-03,1214.0062255859375,1222.713011090329,1195.7612532318942,1199.9189764775963,2195814
2023-01-04,1196.5438232421875,1245.7517489518098,1179.9129301008704,1230.6860924574598,8001367
2023-01-05,1189.451171875,1205.739687274698,1177.6628757933386,1202.560251993852,2364186
2023-01-06,1156.2384033203125,1191.261035775167,1150.564286171922,1187.6414185935423,3029739
2023-01-09,1192.1904296875,1197.0329064415355,1162.254847435519,1164.3092278942038,2836421
2023-01-10,1200.897216796875,1204.4190289346498,1178.8367795037634,1188.6196573419688,2442613
2023-01-11,1186.90771484375,1211.3159485390918,1181.1847548976575,1205.6419507526698,2675249
2023-01-12,1182.896728515625,1198.1579944569387,1171.3040418592375,1187.6414005068166,1862790
2023-01-13,1207.5985107421875,1210.4355693085142,1183.826068911805,1186.6631274781316,2184432
2023-01-16,1212.3431396484375,1222.859733355293,1205.8375019830082,1213.0768554884507,2398823
2023-01-17,1203.6363525390625,1213.0768535494549,1186.3695492477061,1213.0768535494549,1803413
2023-01-18,1196.4459228515625,1211.1202391580002,1191.55448408275,1205.2505126354251,1865108
2023-01-19,1174.4835205078125,1217.9683674658404,1157.5590930152255,1188.6197321052177,9691261
2023-01-20,1176.3421630859375,1201.3374651158776,1172.4779738936315,1182.3586571738779,4144033
2023-01-23,1178.543212890625,1193.657830385654,1174.4344520798768,1186.3695149453015,1848813
2023-01-24,1185.9783935546875,1193.3155523383223,1172.3312065651855,1180.1086665277796,2472106
2023-01-25,1131.0474853515625,1184.7065483174695,1126.3516560543508,1183.7282604988754,3420414
2023-01-27,1092.16064453125,1143.2761877315543,1081.986426402614,1137.7977993299535,4781085
2023-01-30,1065.4044189453125,1100.3782091933178,1032.0936702558247,1085.8995014066022,7991091
2023-01-31,1059.436767578125,1074.991568103689,1045.1537890113432,1073.2307216452623,6080048
2023-02-01,1019.2291870117188,1094.7041195875493,968.5049851578854,1070.246922992653,7563064
2023-02-02,1052.5399169921875,1057.5291611208957,1006.0712443249881,1012.4301153215522,4494575
2023-02-03,1079.589599609375,1106.4435531988936,1055.5725852357261,1085.8995084445376,9207051
2023-02-06,1104.6336669921875,1110.3566266021492,1076.5567361477558,1084.9211444068576,2865938
2023-02-07,1118.085205078125,1123.2212162788155,1098.1281091000324,1109.378419349164,3603258
2023-02-08,1120.48193359375,1126.2538556303634,1111.33496633754,1119.1612689173817,1675932
2023-02-09,1138.5313720703125,1142.8357427888473,1113.5850335501973,1125.1777199196836,2284751
2023-02-10,1135.98779296875,1141.6619102133498,1122.1939582974535,1134.8138953277512,2126093
2023-02-13,1132.2213134765625,1144.596677506228,1123.6612955892297,1139.7052387134663,2112106
2023-02-14,1131.7322998046875,1136.7705062248633,1112.31330944722,1135.4986842244634,2433798
2023-02-15,1124.6396484375,1135.254047348134,1120.1395483716897,1129.9224265234075,2050158
2023-02-16,1123.416748046875,1130.9984783403083,1118.867685986836,1130.2647625054599,1918858
2023-02-17,1090.4974365234375,1119.063513864184,1084.9212434548867,1117.2047430346986,3146155
2023-02-20,1085.2147216796875,1098.4216071910987,1079.8341386935572,1092.9920620462253,1613608
2023-02-21,1077.82861328125,1088.002830564935,1072.2034582766055,1085.8994878531314,1767689
2023-02-22,1069.0240478515625,1073.1328090526943,1055.7681997190268,1072.937199250699,1983022
2023-02-23,1052.2464599609375,1073.7199513975593,1043.490830869092,1068.975159462738,3193602
2023-02-24,1055.7193603515625,1065.991382807115,1046.3766635883126,1056.599843303162,1862986
2023-02-27,1058.45849609375,1066.186994025984,1043.8821026019552,1056.5019203853315,2047252
2023-02-28,1054.30078125,1066.2359648199342,1044.8603989163653,1058.996610756188,1360243
2023-03-01,1076.5567626953125,1082.5244138165147,1046.8657518230011,1053.6649236909602,4006038
2023-03-02,1078.1220703125,1086.3885540907538,1069.6598573309213,1076.0675704869955,3831094
2023-03-03,1101.9434814453125,1108.5957673141581,1080.763525160583,1084.9212486110764,3365349
2023-03-06,1096.269287109375,1115.2480943534038,1092.4050980591799,1107.4217919368887,3623590
2023-03-08,1148.7545166015625,1153.401383924413,1081.5461885632417,1085.557144894774,7227479
2023-03-09,1144.401123046875,1156.9720974680192,1137.0639645030283,1148.7544560149313,3086720
2023-03-10,1119.9439697265625,1137.0150448081624,1113.2915646304057,1130.0202628511527,3255900
2023-03-13,1037.0828857421875,1095.1932056659696,1032.0936417843661,1094.7040617599105,12242080
2023-03-14,1040.8983154296875,1058.8988364977915,1029.354470554515,1037.0829687729843,5410127
2023-03-15,1021.6748046875,1062.958620070672,1017.4192767887564,1056.3551776492066,4117107
2023-03-16,995.7012939453125,1019.3269080870963,980.146554016115,1017.419294677534,9261210
2023-03-17,998.3427124023438,1016.0496979201106,984.4021110777643,1015.4627491167397,5324960
2023-03-20,980.537841796875,997.8535476540377,968.7005833998603,997.8535476540377,5439347
2023-03-21,1000.6416625976562,1007.5874821648371,974.3746587825286,985.4782015423057,6200518
2023-03-22,1008.7615356445312,1021.3325105736458,1001.9135207268919,1005.6799050476129,2992139
2023-03-23,996.1415405273438,1023.4846364448646,992.2283893737869,1005.8266135163765,3703523
2023-03-24,987.6304321289062,1002.6960283555268,982.8368577563241,996.8752637395305,2709449
2023-03-27,990.8587646484375,998.7829315768525,982.2009415871515,991.983819491406,2116764
2023-03-28,1013.6528930664062,1015.8540405408651,985.3314502863807,995.603471833855,4396283
2023-03-29,1034.1480712890625,1040.8493192355,1002.7450549166299,1008.6147820673614,5803091
2023-03-31,1044.762451171875,1052.6377160534328,1037.3764496303188,1039.9199741308541,3097113
2023-04-03,1055.327880859375,1057.6757952778255,1040.8981369495943,1049.7027264538674,1534155
2023-04-05,1044.0286865234375,1065.551018002458,1037.0828670664603,1065.3554082115165,2979782
2023-04-06,1058.5074462890625,1069.708794325177,1041.1428370731376,1044.028738442471,3458673
2023-04-10,1046.083251953125,1059.4857478093443,1039.9199906937515,1058.5074599535646,1602094
2023-04-11,1050.876708984375,1054.692055295588,1032.1425931147753,1054.0073016022488,1932390
2023-04-12,1051.414794921875,1053.7137473282578,1034.5882928199505,1050.1919351929591,3005913
2023-04-13,1085.2147216796875,1090.3017705531602,986.0652157365686,1049.7028262032668,6082307
2023-04-17,1099.9378662109375,1112.0196966807378,1081.008021127659,1083.3559357362597,5360050
2023-04-18,1121.998291015625,1124.5418153874155,1102.5793022545931,1105.4652034691426,4455007
2023-04-19,1096.07373046875,1121.020070631113,1094.2639218311474,1118.1830119835695,2207739
2023-04-20,1101.7476806640625,1106.981615968327,1088.24738057709,1094.6550940620982,2530597
2023-04-21,1092.111572265625,1111.090379654153,1084.2852697895228,1101.7476833053463,1894300
2023-04-24,1078.0732421875,1116.226469451849,1068.2903634017696,1106.1990186964752,7711772
2023-04-25,1097.3944091796875,1103.1173692883085,1088.9321952895516,1095.6334432601557,5268567
2023-04-26,1113.095947265625,1115.0525229370921,1090.937703902279,1093.481228391206,2688362
2023-04-27,1119.8948974609375,1123.5145143539162,1105.465153204507,1115.2480306664938,2990958
2023-04-28,1127.770263671875,1132.4171308869545,1110.3566924453007,1123.8081501731624,2239678
2023-05-02,1125.9114990234375,1136.6237031042706,1125.0310160833917,1133.7866444840797,2000569
2023-05-03,1121.2646484375,1134.7161064382947,1115.5416883720518,1117.6938738842173,1816420
2023-05-04,1109.96533203125,1126.009276095919,1104.486944146214,1121.2646040728048,2752160
2023-05-05,1049.996337890625,1129.8734407973757,1042.218878270295,1106.4434958806814,8504838
2023-05-08,1101.8944091796875,1110.0142454631407,1063.3988091980339,1063.3988091980339,6764292
2023-05-09,1115.8349609375,1124.933084594321,1106.5412275026376,1110.356573533559,4181498
2023-05-10,1147.0914306640625,1150.2708660778294,1125.0309925636586,1129.9224316617615,6466598
2023-05-11,1161.6678466796875,1173.9454068273849,1143.8630557774331,1149.4882108518143,6086958
2023-05-12,1182.4075927734375,1187.6414087054163,1150.515433853631,1166.6082206599744,3983609
2023-05-15,1193.0709228515625,1196.103591118589,1170.032197613866,1182.3585998920396,3323300
2023-05-16,1193.8045654296875,1199.4785626152843,1182.407489484119,1193.0708496317309,2888698
2023-05-17,1209.3104248046875,1220.9031107463052,1187.6413272804602,1190.6251526828528,4661849
2023-05-18,1212.0008544921875,1220.9032501404808,1203.9788223825908,1220.9032501404808,2489971
2023-05-19,1220.9031982421875,1223.8380616995005,1195.0763759338536,1216.011759146666,2366675
2023-05-22,1219.0933837890625,1223.8380558048857,1205.7397312386265,1219.9249045473161,2106351
2023-05-23,1232.8382568359375,1239.392856849126,1217.9683298141977,1218.9466176293095,2142459
2023-05-24,1244.1375732421875,1248.1974917036835,1220.5608599410793,1227.7512517546259,2782379
2023-05-25,1235.9688720703125,1244.2843186506384,1222.566257106552,1241.398297891408,2589092
2023-05-26,1240.5179443359375,1244.8223152996798,1228.631723185839,1229.1697098463555,1981580
2023-05-29,1257.05078125,1266.8826207854415,1244.3820028101015,1244.5776125897573,2985334
2023-05-30,1265.1707763671875,1268.0078350483575,1248.6866497916385,1257.0509393520979,1818000
2023-05-31,1258.6651611328125,1269.2307179930972,1249.518193348904,1261.0130759261988,2764078
2023-06-01,1262.1380615234375,1269.81759706702,1224.3272131967453,1252.2084162140104,3244947
2023-06-02,1274.0556640625,1278.7535096095298,1257.044566373674,1268.3194198325446,1912458
2023-06-05,1287.5064697265625,1292.1053168049323,1268.5667098527463,1280.781084465939,3040374
2023-06-06,1291.6602783203125,1301.4516016664425,1285.7261575929604,1287.704197835411,2902701
2023-06-07,1296.8031005859375,1298.3361300255556,1288.890939824022,1295.5668254668883,2679118
2023-06-08,1289.5338134765625,1309.3637144696613,1285.726110295915,1301.9954423995864,3215312
2023-06-09,1316.435302734375,1321.7265363257009,1284.1437710886246,1284.7371590253158,4233651
2023-06-12,1317.81982421875,1322.270414804737,1304.1219195612114,1322.270414804737,1904622
2023-06-13,1321.578125,1328.1551328924909,1317.7209224162089,1321.3308699719364,3756073
2023-06-14,1308.7208251953125,1321.5780862779038,1303.726225482771,1320.3913104699686,2858453
2023-06-15,1282.85791015625,1305.456994636269,1274.3523616902678,1300.5613935760202,5952095
2023-06-16,1299.5723876953125,1304.12185592633,1280.3359953931886,1282.8579241641921,3508045
2023-06-19,1287.11083984375,1302.7867849837573,1276.429373994093,1295.6163889381073,2679485
2023-06-20,1284.1436767578125,1300.9570178656381,1271.0885394596255,1280.7809843902496,2102065
2023-06-21,1272.4732666015625,1293.143811326315,1270.297470622113,1283.5008651233081,1490552
2023-06-22,1258.725830078125,1274.896405259865,1255.1160033054355,1272.473233582452,3185099
2023-06-23,1294.33056640625,1303.5285016980897,1248.1433756775336,1258.7258425358925,4636121
